,train,val,test
TCGA-73-4658-01Z-00-DX1.d5beb44f-9d76-485a-8af4-407b0f1a610e,True,False,False
TCGA-73-4659-01Z-00-DX1.578400cd-d284-451b-8fdf-9f82c1458276,True,False,False
TCGA-73-4662-01Z-00-DX1.76e23a15-0917-44ad-9181-50100d318003,True,False,False
TCGA-73-4666-01Z-00-DX1.dd9c8922-ddd1-4674-8124-9e334532e47e,True,False,False
TCGA-73-4668-01Z-00-DX1.3470b27e-210f-4ff3-9dde-69aa85faa9ee,True,False,False
TCGA-73-4677-01Z-00-DX1.b557785c-9ccc-42a7-bb54-7bb47638ddfc,True,False,False
TCGA-73-A9RS-01Z-00-DX1.EDCEFE41-61E2-48C9-B8D5-28B55372E0CA,True,False,False
TCGA-75-5146-01Z-00-DX1.4958A631-7E6F-4FBB-A1C3-B8F8368D46C5,True,False,False
TCGA-75-5147-01Z-00-DX1.3156FA5C-9737-4EAA-989C-FD578FBF15A1,True,False,False
TCGA-75-6206-01Z-00-DX1.63230D94-7015-4247-936D-E7ACD6692AB3,True,False,False
TCGA-75-7027-01Z-00-DX1.AC91B34F-DF67-4F95-B145-079A71A54E83,True,False,False
TCGA-97-7547-01Z-00-DX1.3563966f-21ee-4405-9106-9e0bf8df9f1a,True,False,False
TCGA-97-7552-01Z-00-DX1.a5ab8959-ff7a-4287-b014-87439957fb67,True,False,False
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,True,False,False
TCGA-97-7938-01Z-00-DX1.d774d0a2-ee34-43ba-9d9d-34bf9718292e,True,False,False
TCGA-97-8175-01Z-00-DX1.f7148cec-5e4b-46ac-b167-d41b36eb3ee5,True,False,False
TCGA-97-A4LX-01Z-00-DX1.B2334672-A626-4E74-B4D1-A79F70F65909,True,False,False
TCGA-97-A4M2-01Z-00-DX1.5C72522C-1538-4D68-B517-5FB05A9D401A,True,False,False
TCGA-97-A4M3-01Z-00-DX1.16330A66-2501-48D2-AF6A-713698BF6918,True,False,False
TCGA-99-7458-01Z-00-DX1.10ea0b2c-c763-40d1-83a4-3d4ae957fdb0,True,False,False
TCGA-99-8025-01Z-00-DX1.76d4e012-91a7-4f1d-ba0f-4cecd812ec49,True,False,False
TCGA-99-8028-01Z-00-DX1.23de89b1-67f8-41fb-980a-010ea190d687,True,False,False
TCGA-99-8033-01Z-00-DX1.06f8ca81-c0a7-4ab5-b2fe-d5fc6671e29d,True,False,False
TCGA-99-AA5R-01Z-00-DX1.4DE7FC30-D338-49CE-B8D9-EB0F34A3DD0B,True,False,False
TCGA-50-6673-01Z-00-DX1.e24fb432-3fff-4f00-a316-16d05275c1e7,False,True,False
TCGA-67-6217-01Z-00-DX1.3fa5c69b-60d1-41fb-a86f-48f77d81285f,False,True,False
TCGA-44-2661-01Z-00-DX1.20cfa0f8-e3ca-4c26-9dfe-b9d416cd94b1,False,True,False
TCGA-44-4112-01Z-00-DX1.5380b3b4-0e24-4c6c-aa8c-298c5fbe068f,False,True,False
TCGA-44-7659-01Z-00-DX1.818bf5b3-b4c1-4d23-a6ae-98d5015eb8c1,False,True,False
TCGA-44-7671-01Z-00-DX1.00297baa-00e7-4894-a7b8-c9ac2a9d42d8,False,True,False
TCGA-69-8255-01Z-00-DX1.75d1666c-c088-405c-80da-52d84b990361,False,True,False
TCGA-44-5643-01Z-00-DX1.83fb7631-0ecb-4473-bfb2-c8daa2f87d35,False,True,False
TCGA-44-A47A-01Z-00-DX1.62448803-3A7B-41EC-9794-67916DA0792E,False,True,False
TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4,False,True,False
TCGA-44-3398-01Z-00-DX1.74757c91-a0c6-4e7f-b2db-8748c68ffa44,False,True,False
TCGA-44-6779-01Z-00-DX1.40f10ad8-55f3-4043-a89b-37d33a26dd8c,False,True,False
TCGA-69-7978-01Z-00-DX1.90a2bf2f-18e2-4bfe-b858-d2de619e2493,False,True,False
TCGA-44-7670-01Z-00-DX1.2a981dd6-0063-438e-b20e-b180b16e2b23,False,True,False
TCGA-97-7941-01Z-00-DX1.6845ef95-2231-44a2-aeae-004a117f1964,False,True,False
TCGA-97-8552-01Z-00-DX1.69631717-0E05-49C1-B112-15C2E36BC2F8,False,False,True
TCGA-50-6591-01Z-00-DX1.12e1050b-75e9-4059-b945-291995b3e93c,False,False,True
TCGA-50-5939-01Z-00-DX1.745D7503-0744-46B1-BC89-EBB8FCE2D55C,False,False,True
TCGA-97-A4M6-01Z-00-DX1.01D83621-3D8E-4339-9F9B-CBD3083D5AE0,False,False,True
TCGA-67-3770-01Z-00-DX1.4C14BE72-905C-4AAE-B07A-6437D98A23FA,False,False,True
TCGA-44-5645-01Z-00-DX1.8b0d89d7-7849-49a6-a2f5-a8faf2c5aab4,False,False,True
TCGA-75-6212-01Z-00-DX1.FCB36956-DF6C-485D-8E7A-922A2BDAE669,False,False,True
TCGA-97-7937-01Z-00-DX1.6db4b2ff-722c-4bb8-b12f-15f1a38b4ab1,False,False,True
TCGA-69-7761-01Z-00-DX1.aa7ef5ef-8162-4961-a923-3a29646efba3,False,False,True
TCGA-73-4670-01Z-00-DX1.a92a23d5-01aa-45a2-9f83-4784cd65fd58,False,False,True
TCGA-83-5908-01Z-00-DX1.381c8f82-61a0-4e9d-982d-1ad0af7bead9,False,False,True
TCGA-97-8172-01Z-00-DX1.812ab977-692e-42f8-af57-7ce9084ab045,False,False,True
TCGA-50-6594-01Z-00-DX1.43b2005a-4245-4025-ad85-4a957f308a5c,False,False,True
TCGA-44-6145-01Z-00-DX1.175ad655-b054-407d-bb22-3a4f85849488,False,False,True
TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189,False,False,True
TCGA-73-4675-01Z-00-DX1.1027587f-8ec4-4b8c-8768-ff7b669683e0,False,False,True
TCGA-44-A4SS-01Z-00-DX1.F3D85B63-D963-42D2-815F-CB9D791A0F7B,False,False,True
TCGA-38-4625-01Z-00-DX1.ffdbfc1d-7a21-4e67-a54f-89597bd14a7f,False,False,True
TCGA-75-5125-01Z-00-DX1.2E419CAF-E248-4959-951E-498D8054433E,False,False,True
TCGA-97-8179-01Z-00-DX1.5501338a-dd89-4c41-8267-5baaaea71643,False,False,True
TCGA-44-3396-01Z-00-DX1.187b0a68-ad51-4fcd-819c-b74a8599dbe9,False,False,True
TCGA-50-5946-01Z-00-DX1.5076CACA-E3C0-4114-BA69-5B4896FF0C4B,False,False,True
TCGA-50-5946-01Z-00-DX1.5076CACA-E3C0-4114-BA69-5B4896FF0C4B,False,False,True
TCGA-97-A4M0-01Z-00-DX1.BDDFB04C-2475-485A-9A85-C4B9EB15155E,False,False,True
TCGA-50-8457-01Z-00-DX1.F4B6ECCE-F22B-43FC-9A08-4366A24A67A4,False,False,True
TCGA-44-7660-01Z-00-DX1.f96c114b-f0fc-498a-97cc-e262344de357,False,False,True
TCGA-69-7974-01Z-00-DX1.e4282067-fc3d-4fee-bae7-fe99000979d4,False,False,True
TCGA-73-7499-01Z-00-DX1.81f5c1c1-3d40-4773-a1fb-e1f8eb9f6730,False,False,True
TCGA-44-A47B-01Z-00-DX1.177D0531-E037-435B-BFD4-382B2150B10D,False,False,True
TCGA-44-7661-01Z-00-DX1.baf72abd-edb9-4f56-beb3-f5138aa50930,False,False,True
TCGA-44-2666-01Z-00-DX1.f81a89cf-6033-47ea-9a43-290a5d6a28c1,False,False,True
TCGA-44-3918-01Z-00-DX1.6da70a8b-6307-423a-9d2d-380c16962855,False,False,True
TCGA-97-A4M5-01Z-00-DX1.283AFBA6-A349-425F-A18E-5CA186084C23,False,False,True
TCGA-97-7546-01Z-00-DX1.dad9871f-cdfb-424d-a5b2-4e0905c29137,False,False,True
TCGA-38-4630-01Z-00-DX1.d08d0193-c5ed-4db8-b236-1a4c3c3177b8,False,False,True
TCGA-50-6597-01Z-00-DX1.ec7fc0b2-78a1-4384-bddd-e89f02ee5eb6,False,False,True
TCGA-50-5942-01Z-00-DX1.da1b1274-8740-4c79-adf9-25800913eafa,False,False,True
TCGA-99-8032-01Z-00-DX1.7380b78f-ea25-43e0-ac90-194b5c6b1432,False,False,True
TCGA-69-A59K-01Z-00-DX1.01EAF520-9AC1-4ECC-8EF3-B9122924A1E3,False,False,True
TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99,False,False,True
TCGA-44-6146-01Z-00-DX1.8db8c567-690e-4df3-98a9-f241b6a8d811,False,False,True
TCGA-44-2668-01Z-00-DX1.f66fa464-dad1-4a9f-8486-3d7579ca42b6,False,False,True
TCGA-67-3771-01Z-00-DX1.7B54D132-6AB7-4F2D-8BFF-33AFE83CF204,False,False,True
